order_item_id,order_id,product_id,quantity,discount
157,63,189,2,15
158,64,128,4,15
159,64,96,3,0
160,64,103,3,0
161,64,20,4,10
162,65,54,1,15
163,65,178,4,15
164,66,58,5,10
165,66,132,5,20
166,66,62,5,0
167,66,135,2,10
168,67,106,5,0
169,67,123,2,10
170,68,163,4,0
171,68,2,2,20
172,69,19,3,10
173,70,88,4,20
174,70,108,3,10
175,70,167,3,20
176,70,91,2,15
177,71,129,3,0
178,71,23,5,15
179,71,190,2,0
180,71,25,5,20
181,72,102,3,20
182,72,130,5,10
183,72,20,5,5
184,72,107,4,10
185,73,37,5,0
186,73,104,1,15
187,73,108,3,20
188,73,13,1,20
189,74,116,2,20
190,74,12,2,20
191,74,187,5,15
192,74,179,2,15
193,75,92,5,15
194,75,86,2,15
195,75,93,4,0
196,75,163,4,20
197,76,119,4,10
198,76,198,5,20
199,76,111,4,15
200,76,100,4,0
201,77,187,5,20
202,78,92,4,5
203,78,118,5,15
204,78,21,1,5
205,79,138,2,0
206,79,69,5,15
207,79,6,1,5
208,79,92,2,20
209,80,25,2,10
210,80,59,4,20
211,80,12,1,15
212,80,182,5,15
213,81,11,5,10
214,81,83,3,15
215,81,188,5,15
216,82,74,4,20
217,82,123,1,5
218,82,172,1,10
219,83,130,1,5
220,84,23,1,10
221,84,13,3,0
222,84,173,3,10
223,84,2,5,15
224,85,112,1,15
225,86,126,1,0
226,86,44,1,5
227,87,193,1,5
228,87,36,4,15
229,88,113,4,10
230,88,68,4,15
231,88,109,2,15
232,88,32,1,15
233,89,176,3,5
234,89,23,4,10
235,89,70,5,5
236,89,132,1,15
237,90,134,2,0
238,90,54,5,10
239,91,101,3,15
240,92,109,2,0
241,93,154,4,15
242,94,13,2,15
243,95,13,5,0
244,95,87,5,20
245,96,125,5,15
246,96,36,3,0
247,96,180,4,10
248,96,20,3,20
249,97,99,1,20
250,98,8,4,20
251,98,65,2,15
252,99,108,5,5
253,99,106,2,0
254,100,76,3,15
255,100,170,5,0
256,100,97,4,20
257,100,4,1,0
258,101,138,5,10
259,101,16,2,5
260,101,114,1,15
261,101,4,4,20
262,102,200,4,10
263,102,121,1,10
264,103,127,5,15
265,103,6,5,10
266,103,146,2,0
267,104,31,3,15
268,104,17,5,15
269,104,189,4,10
270,105,66,2,20
271,105,158,5,20
272,105,58,2,5
273,105,170,4,20
274,106,183,4,20
275,106,198,1,15
276,106,60,2,10
277,106,50,5,15
278,107,142,3,10
279,107,177,4,10
280,107,3,4,15
281,108,26,3,10
282,108,200,1,5
283,108,92,1,5
284,108,158,4,5
285,109,49,1,20
286,109,172,2,15
287,109,45,3,0
288,110,71,2,5
289,110,18,3,10
290,110,27,1,0
291,110,126,1,20
292,111,169,5,10
293,111,46,1,10
294,112,150,5,10
295,112,41,3,20
296,112,174,5,10
297,112,5,5,0
298,113,111,4,20
299,114,146,4,10
300,114,29,2,0
301,115,39,2,5
302,115,187,3,10
303,115,54,4,5
304,115,100,4,5
305,116,45,3,5
306,116,100,2,0
307,116,74,1,5
308,116,73,5,15
309,117,14,1,5
310,117,179,1,0
311,118,156,5,10
312,118,38,5,15
313,118,53,4,10
314,118,148,1,10
315,119,105,3,15
316,119,114,1,15
317,119,89,1,15
318,119,40,2,0
319,120,154,1,15
320,121,59,4,20
321,121,33,4,10
322,122,148,5,10
323,122,162,4,5
324,123,123,1,15
325,123,103,3,15
326,123,167,2,5
327,123,105,2,0
328,124,58,4,0
329,124,72,3,5
330,125,179,4,15
331,125,168,5,20
332,125,69,2,0
333,125,118,5,0
334,126,103,5,0
335,126,48,3,5
336,126,124,2,20
337,127,93,3,15
338,127,111,5,5
339,127,144,1,15
340,127,146,1,15
341,128,178,1,15
342,128,162,4,15
343,128,91,3,5
344,128,123,4,0
345,129,105,5,5
346,129,128,3,10
347,130,188,1,0
348,130,43,4,0
349,130,158,5,5
350,131,192,3,5
351,132,112,4,20
352,132,171,3,15
353,132,94,4,5
354,133,176,3,20
355,133,160,1,15
356,133,132,2,20
357,134,4,1,5
358,134,167,2,15
359,134,3,3,10
360,135,20,3,0
361,135,81,3,10
362,135,64,1,5
363,135,96,4,0
364,136,33,2,10
365,136,119,4,0
366,136,25,2,20
367,136,13,4,15
368,137,96,1,0
369,137,102,2,20
370,137,50,3,15
371,138,95,3,10
372,138,112,3,20
373,139,89,4,0
374,139,190,3,5
375,139,54,3,5
376,140,83,4,20
377,140,56,3,20
378,140,154,3,10
379,141,162,2,10
380,142,60,1,0
381,143,14,5,0
382,143,108,2,5
383,144,65,3,0
384,145,36,2,0
385,145,84,5,5
386,145,5,5,0
387,145,94,3,15
388,146,194,5,5
389,146,190,2,10
390,147,11,1,5
391,147,66,1,5
392,148,28,3,15
393,148,195,1,15
394,148,153,4,15
395,149,147,1,0
396,150,106,4,5
397,150,187,3,15
398,151,198,4,0
399,151,152,5,10
400,151,2,5,20
401,152,46,4,15
402,153,104,4,15
403,154,2,3,5
404,154,198,3,0
405,155,38,3,20
406,156,176,3,0
407,156,64,1,10
408,156,15,3,15
409,156,44,1,15
410,157,179,5,20
411,157,78,2,20
412,157,50,1,0
413,158,148,1,20
414,158,113,2,0
415,158,49,4,20
416,159,131,2,10
417,159,142,2,10
418,159,91,5,5
419,160,73,2,5
420,160,180,4,15
421,160,156,5,20
422,161,62,2,0
423,162,77,3,10
424,162,78,5,5
425,163,27,4,0
426,163,61,1,10
427,164,90,4,0
428,164,24,5,15
429,164,2,4,10
430,164,117,1,0
431,165,28,2,10
432,165,57,2,15
433,165,77,2,0
434,165,168,5,0
435,166,163,3,10
436,166,184,4,10
437,166,106,3,10
438,166,60,1,10
439,167,160,1,10
440,167,80,1,15
441,167,137,2,0
442,167,43,4,15
443,168,35,4,0
444,168,150,5,20
445,168,68,2,10
446,168,171,4,0
447,169,31,3,0
448,170,41,5,20
449,170,167,4,5
450,171,68,3,20
451,171,13,2,20
452,171,130,2,10
453,172,55,5,15
454,172,56,3,0
455,173,25,4,0
456,173,176,4,15
457,173,155,3,0
458,173,29,2,15
459,174,157,1,0
460,174,184,4,0
461,175,46,2,5
462,176,96,2,15
463,176,150,5,15
464,176,35,5,15
465,176,6,1,20
466,177,162,3,10
467,178,173,5,0
468,178,71,3,20
469,178,10,1,20
470,179,126,4,15
471,179,42,2,20
472,179,155,1,15
473,180,190,5,15
474,181,138,3,20
475,182,95,1,20
476,183,171,4,15
477,183,102,1,5
478,183,11,2,5
479,183,18,2,5
480,184,190,3,5
481,184,200,1,20
482,184,191,2,10
483,185,129,2,20
484,185,132,2,10
485,185,33,5,0
486,185,37,4,0
487,186,121,2,0
488,186,157,4,15
489,187,200,5,20
490,187,82,3,15
491,187,142,3,10
492,188,38,2,5
493,188,36,2,5
494,189,80,5,5
495,190,200,1,0
496,190,102,3,0
497,190,13,4,10
498,191,34,5,10
499,192,11,4,15
500,192,195,3,15
501,193,48,3,20
502,193,114,4,0
503,193,149,2,5
504,194,190,3,20
505,194,18,1,5
506,195,96,5,5
507,196,124,4,15
508,196,11,4,10
509,196,94,4,20
510,197,101,2,0
511,197,119,4,20
512,197,136,5,0
513,198,193,1,15
514,198,181,1,20
515,199,155,3,10
516,200,97,2,15
517,201,152,2,20
518,201,190,4,0
519,201,171,2,5
520,201,146,5,5
521,202,196,2,10
522,202,36,2,15
523,203,180,3,10
524,204,191,1,0
525,204,106,3,15
526,205,150,3,5
527,205,9,1,15
528,206,35,5,5
529,206,66,1,10
530,206,111,2,10
531,206,175,1,10
532,207,87,1,20
533,207,74,1,0
534,207,37,1,15
535,207,104,2,20
536,208,8,3,20
537,208,64,4,15
538,208,131,5,15
539,208,199,1,0
540,209,89,2,5
541,210,57,2,15
542,210,20,3,15
543,210,157,1,0
544,211,151,3,20
545,211,6,5,15
546,212,45,3,0
547,212,156,4,20
548,213,19,1,5
549,214,30,3,5
550,214,87,4,5
551,214,192,2,5
552,215,114,1,20
553,215,192,1,15
554,215,85,4,0
555,216,185,1,5
556,217,154,3,15
557,218,29,3,20
558,218,119,5,5
559,219,62,5,5
560,219,67,3,15
561,219,92,1,20
562,219,17,5,5
563,220,14,4,0
564,220,86,5,10
565,221,112,1,20
566,222,77,2,5
567,222,68,5,5
568,222,115,3,15
569,222,160,3,0
570,223,181,1,10
571,223,195,1,0
572,224,24,2,5
573,224,155,2,20
574,224,108,3,0
575,225,117,2,5
576,225,98,1,20
577,225,181,1,20
578,226,191,3,10
579,226,119,4,15
580,226,92,1,5
581,227,117,1,5
582,227,7,4,10
583,227,136,5,15
584,227,184,2,5
585,228,176,4,10
586,228,190,5,10
587,228,165,1,20
588,228,79,1,0
589,229,117,1,10
590,229,65,3,15
591,229,105,5,15
592,229,69,4,15
593,230,67,5,10
594,230,102,3,20
595,230,193,4,15
596,231,93,3,10
597,231,117,5,15
598,232,163,5,15
599,233,139,2,15
600,233,164,3,15
601,233,2,5,20
602,234,25,4,10
603,234,29,1,0
604,234,153,5,0
605,235,50,2,5
606,236,87,1,0
607,237,142,1,15
608,238,82,2,10
609,238,56,5,15
610,238,136,1,10
611,239,113,4,10
612,239,14,4,10
613,240,172,2,0
614,241,164,3,20
615,242,85,4,15
616,243,36,1,0
617,243,182,2,15
618,243,32,3,5
619,244,28,4,5
620,245,168,4,5
621,246,119,5,15
622,246,194,5,5
623,246,151,4,5
624,247,192,1,0
625,247,74,5,20
626,247,119,3,20
627,247,148,1,5
628,248,106,2,5
629,248,14,5,10
630,249,6,5,10
631,249,34,5,5
632,249,154,2,15
633,249,24,4,0
634,250,117,2,0
635,250,111,1,10
636,250,97,2,20
637,250,107,5,0
638,251,89,5,15
639,251,173,3,0
640,251,15,3,20
641,251,19,5,0
642,252,66,3,15
643,252,153,5,20
644,252,69,1,5
645,252,1,1,5
646,253,115,3,10
647,253,90,4,20
648,253,78,5,5
649,253,55,4,10
650,254,60,2,20
651,255,130,2,5
652,255,114,4,15
653,256,25,1,20
654,256,160,5,5
655,257,31,4,15
656,257,80,1,15
657,257,176,1,5
658,258,8,4,5
659,258,119,1,5
660,258,81,3,0
661,258,198,1,5
662,259,64,3,10
663,259,121,5,20
664,260,29,5,5
665,261,43,3,15
666,261,52,5,10
667,261,84,3,5
668,261,39,1,10
669,262,129,4,10
670,262,12,2,10
671,263,56,2,15
672,264,143,4,10
673,264,178,5,0
674,265,143,3,10
675,265,27,2,20
676,266,104,1,5
677,266,193,5,5
678,266,138,3,5
679,266,124,5,20
680,267,160,4,10
681,267,91,4,10
682,267,101,4,0
683,268,177,1,20
684,268,93,5,10
685,269,126,4,15
686,269,193,5,0
687,269,114,3,10
688,270,52,5,5
689,270,32,5,15
690,271,155,4,10
691,271,150,5,20
692,272,3,4,5
693,272,48,1,0
694,272,172,5,10
695,273,23,3,5
696,273,165,3,0
697,273,146,4,20
698,273,82,4,0
699,274,103,2,0
700,274,165,4,10
701,274,37,1,5
702,274,54,4,0
703,275,7,4,0
704,275,51,4,15
705,275,110,2,20
706,275,151,5,5
707,276,199,3,0
708,276,132,1,20
709,276,123,1,0
710,277,119,3,20
711,277,124,3,5
712,277,197,1,10
713,277,198,1,20
714,278,174,4,5
715,278,153,5,0
716,278,110,3,0
717,279,94,5,20
718,280,66,3,10
719,280,30,2,0
720,280,156,1,10
721,280,89,3,15
722,281,189,1,20
723,282,169,4,0
724,282,125,1,10
725,282,109,4,0
726,282,134,1,5
727,283,181,1,0
728,284,53,1,10
729,284,25,5,0
730,284,19,2,20
731,285,36,2,0
732,285,130,1,20
733,286,161,1,5
734,286,81,1,0
735,286,114,1,5
736,287,15,2,0
737,287,50,1,5
738,287,48,2,10
739,287,96,1,20
740,288,184,3,0
741,289,97,3,20
742,289,113,3,20
743,290,104,2,15
744,290,86,3,15
745,291,34,2,0
746,291,105,5,20
747,291,46,3,15
748,292,37,5,5
749,293,165,1,0
750,293,19,4,15
751,293,183,5,0
752,293,36,5,20
753,294,127,1,10
754,295,40,4,5
755,295,151,3,20
756,295,61,5,10
757,296,142,5,15
758,296,146,1,10
759,296,158,2,0
760,296,127,5,20
761,297,161,5,0
762,297,74,1,20
763,297,101,5,20
764,297,65,4,5
765,298,22,1,15
766,298,121,2,15
767,299,170,4,15
768,299,106,2,0
769,299,48,5,0
770,300,9,3,15
771,300,33,1,10
772,300,8,3,10
773,301,94,2,15
774,301,140,3,0
775,301,75,4,0
776,302,11,1,0
777,302,2,3,15
778,302,12,1,10
779,303,133,5,10
780,303,116,4,20
781,303,50,3,20
782,304,125,5,5
783,304,10,2,5
784,305,48,2,15
785,305,1,2,20
786,305,57,1,15
787,306,85,2,0
788,306,123,5,20
789,307,155,3,10
790,307,190,4,10
791,307,29,2,15
792,307,102,1,20
793,308,151,4,10
794,308,158,4,10
795,309,158,4,20
796,310,76,1,15
797,310,142,3,15
798,311,139,2,0
799,311,85,3,0
800,311,43,1,10
801,312,195,3,15
802,312,151,4,0
803,312,50,5,15
804,313,24,2,15
805,313,172,2,5
806,313,90,4,5
807,313,15,4,10
808,314,200,5,20
809,314,136,1,5
810,314,176,3,15
811,315,89,1,0
812,315,174,4,10
813,315,188,3,15
814,316,29,1,15
815,317,71,2,10
816,317,17,5,10
817,317,120,4,5
818,317,74,2,10
819,318,182,1,15
820,318,142,2,5
821,318,77,1,5
822,318,139,3,20
823,319,16,4,20
824,319,111,4,15
825,320,150,1,5
826,320,54,1,20
827,320,133,1,20
828,321,187,5,0
829,322,198,3,0
830,322,13,1,20
831,322,124,3,5
832,323,181,5,5
833,323,64,5,20
834,324,37,2,10
835,324,11,5,5
836,325,139,2,20
837,325,156,5,0
838,325,187,1,20
839,325,57,2,5
840,326,161,2,20
841,327,31,2,20
842,327,83,2,15
843,327,1,2,0
844,327,195,2,20
845,328,129,1,0
846,328,49,4,0
847,328,93,1,0
848,328,6,4,10
849,329,30,2,10
850,329,6,2,10
851,329,92,4,0
852,330,6,3,5
853,330,149,4,5
854,330,200,4,10
855,331,125,4,10
856,332,148,2,15
857,333,122,1,0
858,333,74,3,10
859,334,106,2,5
860,335,43,4,0
861,336,119,5,10
862,336,176,3,20
863,336,118,5,15
864,336,80,4,10
865,337,106,5,10
866,338,91,2,15
867,339,40,3,20
868,340,107,4,10
869,340,142,1,20
870,340,102,1,5
871,340,88,4,0
872,341,100,3,15
873,342,109,4,20
874,342,36,3,10
875,342,14,2,15
876,343,127,4,5
877,343,77,4,10
878,344,158,3,5
879,344,153,1,5
880,344,172,2,5
881,344,59,5,10
882,345,153,4,5
883,345,33,4,10
884,346,33,5,20
885,346,53,5,5
886,346,50,5,10
887,347,192,4,15
888,347,134,3,0
889,347,154,2,10
890,347,106,3,10
891,348,13,5,15
892,348,115,3,5
893,348,130,4,10
894,349,59,1,15
895,349,181,4,0
896,349,200,3,10
897,350,88,3,5
898,350,38,4,10
899,350,32,2,5
900,350,139,3,10
901,351,110,5,15
902,352,111,5,10
903,352,94,4,15
904,352,52,3,10
905,352,18,1,0
906,353,70,2,15
907,354,180,4,10
908,354,193,2,0
909,354,145,4,15
910,355,148,1,5
911,355,157,5,15
912,355,29,3,10
913,356,27,3,20
914,357,192,2,0
915,357,165,5,20
916,357,74,2,0
917,357,67,1,0
918,358,25,5,0
919,359,138,4,20
920,360,52,1,0
921,360,77,5,20
922,361,130,1,5
923,361,74,1,20
924,362,31,3,0
925,362,69,2,5
926,362,110,3,20
927,363,146,2,5
928,364,87,1,15
929,364,82,4,15
930,365,145,5,20
931,365,123,5,5
932,365,94,5,10
933,365,118,1,10
934,366,185,1,10
935,366,46,1,0
936,367,53,3,20
937,367,172,1,10
938,367,160,3,5
939,368,149,1,0
940,369,178,2,15
941,369,137,1,15
942,369,110,4,5
943,370,28,2,0
944,370,78,5,0
945,370,141,1,5
946,371,123,4,20
947,371,13,4,10
948,371,91,2,0
949,372,46,2,10
950,373,13,3,15
951,373,48,1,15
952,373,40,3,20
953,374,34,5,10
954,374,164,5,5
955,375,109,2,10
956,375,56,2,5
957,375,181,5,5
958,376,143,3,10
959,376,47,2,0
960,376,23,1,20
961,377,45,5,10
962,377,187,4,5
963,377,127,2,10
964,377,58,1,10
965,378,91,3,15
966,378,120,2,20
967,379,122,3,0
968,379,104,5,10
969,379,48,2,10
970,380,174,5,15
971,381,25,2,5
972,381,80,5,20
973,382,128,3,20
974,382,15,1,0
975,383,71,1,0
976,383,117,4,10
977,383,37,1,15
978,384,142,2,5
979,384,193,4,10
980,384,99,4,15
981,384,176,3,0
982,385,123,1,10
983,385,12,3,20
984,385,60,1,20
985,386,28,4,5
986,386,87,4,0
987,386,155,4,10
988,387,176,1,0
989,387,24,4,0
990,387,81,3,5
991,388,155,2,15
992,388,44,1,5
993,389,153,3,5
994,389,36,2,0
995,389,32,4,15
996,389,10,1,20
997,390,170,1,20
998,390,195,1,15
999,390,173,5,10
1000,390,172,2,15
1001,391,64,3,15
1002,391,77,2,15
1003,392,191,2,10
1004,393,70,2,0
1005,393,86,2,5
1006,393,125,1,0
1007,393,110,4,20
1008,394,47,4,0
1009,394,100,5,10
1010,395,101,2,20
1011,395,50,5,20
1012,396,98,3,15
1013,396,172,2,20
1014,397,92,4,10
1015,397,143,2,5
1016,398,183,4,20
1017,398,119,3,5
1018,399,92,2,10
1019,399,168,2,15
1020,400,131,1,5
1021,401,191,2,20
1022,401,185,2,20
1023,401,181,4,5
1024,401,74,3,10
1025,402,88,1,5
1026,403,19,1,5
1027,403,194,1,20
1028,403,57,4,10
1029,404,143,3,5
1030,405,19,5,20
1031,405,151,2,15
1032,405,25,4,5
1033,405,198,3,0
1034,406,161,5,15
1035,407,64,5,0
1036,407,4,5,10
1037,408,99,1,5
1038,408,56,5,20
1039,408,181,1,20
1040,408,143,4,5
1041,409,189,2,0
1042,410,104,2,10
1043,411,76,3,15
1044,411,76,1,20
1045,411,3,1,15
1046,412,141,3,5
1047,412,36,2,15
1048,412,49,5,10
1049,412,104,3,10
1050,413,120,3,20
1051,413,9,4,5
1052,414,166,4,5
1053,414,67,4,5
1054,414,26,4,0
1055,415,116,3,10
1056,415,146,5,10
1057,415,64,5,0
1058,416,41,1,15
1059,416,16,3,0
1060,416,188,4,5
1061,416,143,1,0
1062,417,64,2,5
1063,417,143,5,20
1064,418,1,4,5
1065,419,157,1,20
1066,419,104,5,20
1067,420,64,3,10
1068,420,136,4,5
1069,421,66,1,5
1070,421,200,5,10
1071,421,198,5,20
1072,422,174,1,10
1073,423,44,3,5
1074,424,92,3,0
1075,425,180,1,20
1076,425,196,1,20
1077,426,55,1,15
1078,426,118,1,5
1079,427,25,5,5
1080,427,190,1,5
1081,428,41,2,10
1082,428,37,5,20
1083,428,137,4,10
1084,429,188,1,0
1085,429,15,5,5
1086,430,141,5,0
1087,431,86,2,15
1088,432,150,1,5
1089,432,19,2,20
1090,433,42,3,5
1091,433,151,3,0
1092,434,52,4,20
1093,434,11,2,15
1094,434,75,3,20
1095,434,19,3,5
1096,435,5,4,5
1097,436,21,1,5
1098,436,59,3,20
1099,436,116,5,15
1100,436,39,4,10
1101,437,163,5,20
1102,437,26,3,10
1103,438,141,2,0
1104,438,167,4,15
1105,438,80,2,10
1106,438,3,1,20
1107,439,130,2,10
1108,439,146,1,20
1109,440,48,4,10
1110,440,18,2,15
1111,441,45,2,20
1112,442,28,2,5
1113,443,124,2,15
1114,443,189,4,15
1115,444,164,2,15
1116,445,59,2,15
1117,446,90,4,0
1118,446,13,1,10
1119,447,69,2,0
1120,447,66,1,5
1121,447,169,1,10
1122,447,163,1,20
1123,448,127,2,20
1124,449,149,5,5
1125,449,43,2,20
1126,450,195,2,10
1127,450,167,1,20
1128,450,105,1,0
1129,450,116,1,10
1130,451,31,3,5
1131,451,36,3,0
1132,451,176,2,10
1133,451,26,1,0
1134,452,110,1,10
1135,453,187,1,20
1136,453,58,3,5
1137,453,160,1,20
1138,453,57,4,20
1139,454,18,4,5
1140,454,1,4,0
1141,454,197,5,20
1142,454,95,3,15
1143,455,127,1,0
1144,455,118,3,0
1145,455,167,3,5
1146,455,34,4,15
1147,456,41,5,0
1148,456,43,4,0
1149,456,149,2,10
1150,457,190,4,10
1151,457,73,4,0
1152,458,175,3,20
1153,458,84,4,15
1154,458,83,2,15
1155,459,196,4,5
1156,459,93,5,10
1157,460,185,5,0
1158,461,32,1,5
1159,462,111,2,5
1160,462,178,3,5
1161,462,94,5,10
1162,463,66,1,10
1163,463,127,1,10
1164,463,46,4,5
1165,463,133,1,0
1166,464,77,1,20
1167,464,185,4,0
1168,464,68,1,5
1169,465,121,4,5
1170,465,26,5,10
1171,465,133,1,0
1172,465,163,2,10
1173,466,62,4,20
1174,466,1,4,10
1175,466,103,3,20
1176,467,158,2,10
1177,467,99,1,0
1178,467,182,2,15
1179,468,77,1,10
1180,469,92,5,5
1181,469,117,5,5
1182,469,129,2,20
1183,470,78,5,15
1184,471,157,4,5
1185,471,3,4,10
1186,471,187,5,0
1187,472,39,5,20
1188,472,105,2,0
1189,472,152,5,0
1190,473,181,2,5
1191,473,91,1,5
1192,474,123,5,10
1193,474,168,2,15
1194,474,78,4,10
1195,475,24,2,0
1196,475,173,1,20
1197,476,59,4,15
1198,476,194,3,5
1199,477,88,1,15
1200,477,26,5,20
1201,478,179,4,20
1202,478,22,3,0
1203,478,55,2,15
1204,479,139,5,5
1205,479,79,3,20
1206,480,155,5,15
1207,481,158,2,10
1208,481,92,4,10
1209,481,193,4,5
1210,482,69,4,20
1211,482,89,4,10
1212,482,59,1,10
1213,482,8,1,10
1214,483,148,4,15
1215,483,22,3,20
1216,484,142,4,10
1217,485,71,2,5
1218,485,124,5,20
1219,485,21,2,10
1220,485,31,3,15
1221,486,49,4,10
1222,486,169,3,15
1223,486,7,3,15
1224,486,34,4,15
1225,487,53,2,0
1226,487,169,4,15
1227,487,179,4,20
1228,488,166,2,0
1229,489,166,1,10
1230,489,160,5,15
1231,489,184,5,0
1232,490,146,2,10
1233,490,59,1,10
1234,491,72,4,10
1235,491,25,5,20
1236,492,75,2,15
1237,492,160,1,5
1238,492,197,1,5
1239,493,34,2,0
1240,493,153,3,0
1241,493,58,4,0
1242,493,120,5,15
1243,494,45,3,5
1244,495,36,2,0
1245,495,41,2,5
1246,495,61,3,15
1247,496,88,1,5
1248,496,180,2,0
1249,496,23,1,10
1250,497,193,1,20
1251,497,57,4,15
1252,497,59,2,5
1253,498,68,1,0
1254,499,45,3,10
1255,499,85,2,0
1256,499,142,2,5
1257,500,52,1,5
1258,500,141,4,0
1259,500,175,5,0
1260,500,40,2,20
1261,501,8,3,10
1262,501,152,1,15
1263,501,115,4,5
1264,502,84,4,20
1265,502,73,2,5
1266,502,60,3,20
1267,502,128,2,10
1268,503,114,5,5
1269,503,27,1,15
1270,503,121,1,20
1271,503,144,3,20
1272,504,26,2,10
1273,505,106,3,20
1274,505,15,1,0
1275,505,70,4,15
1276,505,25,4,10
1277,506,168,4,10
1278,506,133,5,20
1279,506,150,2,10
1280,507,167,4,15
1281,507,159,4,0
1282,507,75,5,15
1283,508,112,3,5
1284,508,33,4,10
1285,508,160,2,20
1286,508,134,5,0
1287,509,5,4,5
1288,510,83,1,20
1289,510,126,1,0
1290,510,117,4,20
1291,511,48,4,0
1292,511,181,3,10
1293,512,176,2,20
1294,513,101,5,20
1295,513,80,2,20
1296,514,90,1,20
1297,515,162,1,15
1298,516,54,2,10
1299,517,185,4,5
1300,517,89,3,5
1301,517,51,5,10
1302,517,12,2,10
1303,518,17,4,0
1304,518,38,3,5
1305,518,42,5,10
1306,518,181,5,20
1307,519,61,2,10
1308,519,53,3,10
1309,519,142,2,20
1310,519,127,5,15
1311,520,2,4,5
1312,520,47,2,5
1313,521,156,2,15
1314,521,63,2,10
1315,522,2,4,5
1316,523,129,5,5
1317,524,190,5,5
1318,524,112,3,20
1319,524,79,2,10
1320,525,102,3,10
1321,525,80,3,15
1322,525,35,5,0
1323,526,182,2,10
1324,526,185,2,20
1325,526,197,1,15
1326,526,56,1,20
1327,527,131,3,5
1328,527,77,4,0
1329,527,39,3,15
1330,528,67,4,15
1331,528,154,5,5
1332,528,174,3,20
1333,529,160,5,0
1334,529,16,3,0
1335,530,24,3,10
1336,530,187,2,0
1337,531,188,5,15
1338,531,135,3,0
1339,532,185,2,5
1340,533,1,3,20
1341,533,84,5,0
1342,533,9,5,5
1343,533,105,4,20
1344,534,51,2,0
1345,534,176,1,15
1346,535,98,1,5
1347,535,157,3,5
1348,536,20,2,20
1349,537,5,5,5
1350,537,158,1,5
1351,537,187,3,5
1352,538,198,4,15
1353,538,182,3,15
1354,539,102,5,0
1355,539,113,3,0
1356,539,170,5,10
1357,539,47,2,15
1358,540,105,3,0
1359,540,7,4,10
